Date,Suhu_Rata_rata,Kelembaban_Rata_rata,Curah_Hujan,Kecepatan_Angin_Rata_rata
2015-03-15,27.8,83,0.6,3
2015-03-16,27.1,80,9999,2
2015-03-17,27.7,81,0,2
2015-03-18,27.7,77,0,2
2015-03-19,27.7,74,0,3
2015-03-20,28.2,84,7.4,3
2015-03-21,27.7,86,3.2,2
2015-03-22,27.1,84,2.5,2
2015-03-23,27.3,78,1.3,2
2015-03-24,27.8,81,0,2
2015-03-25,27.9,78,0,2
2015-03-26,28,78,0,2
2015-03-27,27.9,76,0,2
2015-03-28,28.1,76,0,2
2015-03-29,27.5,79,0,2
2015-03-30,27.7,79,0,2
2015-03-31,29.1,77,0,2
2015-04-01,27.9,84,0,3
2015-04-02,28.6,78,1,3
2015-04-03,28.6,77,0,3
2015-04-04,28,77,0,3
2015-04-05,28.5,81,0,3
2015-04-06,28.2,85,0,2
2015-04-07,27,85,1.8,2
2015-04-08,27.8,82,8888,2
2015-04-09,27.8,80,0,2
2015-04-10,28.1,83,0,2
2015-04-11,28.5,79,0,2
2015-04-12,28.1,81,0,3
2015-04-13,28.2,80,9999,2
2015-04-14,27.4,83,0,2
2015-04-15,28.7,77,24.4,3
2015-04-16,28.2,81,0.6,2
2015-04-17,28.3,75,0,3
2015-04-18,28.5,79,1,2
2015-04-19,28.2,82,8888,2
2015-04-20,27.8,83,0,2
2015-04-21,27.6,83,3.9,2
2015-04-22,28.9,79,0,2
2015-04-23,9999,9999,2,4
2015-04-24,27.5,83,2.8,2
2015-04-25,26.7,87,8888,2
2015-04-26,25.9,86,0.3,3
2015-04-27,27.1,86,7.7,2
2015-04-28,26.8,87,0.1,1
2015-04-29,27.7,82,2.5,2
2015-04-30,28,82,0,3
2015-05-01,26.9,87,12.2,2
2015-05-02,25.7,92,5.1,2
2015-05-03,26.9,83,8.2,2
2015-05-04,27.1,79,6,2
2015-05-05,28.5,72,3.7,4
2015-05-06,26.3,74,0,3
2015-05-07,26.2,77,0,4
2015-05-08,26.3,78,0,3
2015-05-09,26.8,76,0,4
2015-05-10,26.9,81,0,3
2015-05-11,27.9,82,0.1,4
2015-05-12,27.4,87,3.6,4
2015-05-13,28,84,0,4
2015-05-14,27.6,80,0,5
2015-05-15,27.6,76,0,5
2015-05-16,27.8,74,0,3
2015-05-17,25.8,76,0,3
2015-05-18,25.4,75,0,3
2015-05-19,25,78,0,2
2015-05-20,25,81,0,3
2015-05-21,25.4,81,0,2
2015-05-22,25.8,83,0,2
2015-05-23,26.4,87,5.1,2
2015-05-24,26.6,80,0,2
2015-05-25,27.1,87,0,2
2015-05-26,26.8,85,0,3
2015-05-27,27.8,82,0,3
2015-05-28,26,85,0,2
2015-05-29,27.2,85,0,2
2015-05-30,27.7,86,17.9,4
2015-05-31,27.9,79,0.2,4
2015-06-01,26.6,83,0,3
2015-06-02,27.4,86,1.5,3
2015-06-03,27.1,89,9999,5
2015-06-04,27.7,82,0,5
2015-06-05,27.7,84,0,4
2015-06-06,27.7,82,0,4
2015-06-07,27.4,87,0.2,5
2015-06-08,27.6,83,0,5
2015-06-09,27.3,82,0,3
2015-06-10,27,83,0.2,3
2015-06-11,25.9,81,0,4
2015-06-12,27.2,77,0,4
2015-06-13,27.2,77,0,4
2015-06-14,27.3,73,0,4
2015-06-15,25.4,74,0,3
2015-06-16,26.5,77,0,3
2015-06-17,26,83,0,3
2015-06-18,27,81,0,3
2015-06-19,25.1,83,0,4
2015-06-20,26.7,81,0,4
2015-06-21,25,80,0,3
2015-06-22,25.7,79,8888,3
2015-06-23,25.4,76,0,4
2015-06-24,26,74,0,4
2015-06-25,26.7,76,0,4
2015-06-26,27,77,0,4
2015-06-27,26.9,78,0,5
2015-06-28,27,73,0,4
2015-06-29,26.7,76,0,4
2015-06-30,26.5,74,0,4
2015-07-01,26.2,70,0,3
2015-07-02,24.8,79,0,4
2015-07-03,26.2,75,0,4
2015-07-04,24.7,78,0,2
2015-07-05,23.9,81,0,2
2015-07-06,25.3,81,0,3
2015-07-07,24.4,79,0,3
2015-07-08,24.7,81,0,2
2015-07-09,25.5,73,0,2
2015-07-10,24.9,80,0,3
2015-07-11,25,84,0,4
2015-07-12,27.1,76,0,4
2015-07-13,27.1,85,0,5
2015-07-14,27.1,76,0,6
2015-07-15,26.5,81,0,6
2015-07-16,26.5,76,0,5
2015-07-17,26.2,81,0,5
2015-07-18,26.3,80,0,5
2015-07-19,25.9,81,0,5
2015-07-20,26.1,81,0,4
2015-07-21,24.9,86,0,3
2015-07-22,24.9,81,0,3
2015-07-23,25.1,82,0,3
2015-07-24,25.4,84,0,4
2015-07-25,26.3,78,0,4
2015-07-26,26.2,79,0,5
2015-07-27,26.4,78,0,4
2015-07-28,26.5,78,0,4
2015-07-29,26.8,81,0.1,6
2015-07-30,26.4,78,0,4
2015-07-31,26.4,80,0,4
2015-08-01,25.3,81,0,4
2015-08-02,24.3,76,0,4
2015-08-03,25.6,80,8888,4
2015-08-04,25.6,76,0,4
2015-08-05,24.6,81,0,4
2015-08-06,24.8,82,0,4
2015-08-07,25.4,82,0,4
2015-08-08,24.6,80,0,4
2015-08-09,26.1,79,0,5
2015-08-10,26.6,80,0,4
2015-08-11,26.7,80,0,5
2015-08-12,26.6,78,0,4
2015-08-13,26.6,80,8888,5
2015-08-14,26.4,83,8888,4
2015-08-15,26.5,82,0,4
2015-08-16,26.2,77,0,4
2015-08-17,25.6,78,0,4
2015-08-18,25.5,78,0,4
2015-08-19,24.2,78,0,3
2015-08-20,24.2,76,0,3
2015-08-21,24.3,77,0,2
2015-08-22,25.5,78,0,3
2015-08-23,24.6,78,0,3
2015-08-24,26.3,79,0,4
2015-08-25,26.2,81,0,4
2015-08-26,26.4,78,0,4
2015-08-27,26.6,77,8888,4
2015-08-28,26.5,81,0,4
2015-08-29,26.6,82,0,4
2015-08-30,26.1,81,0,3
2015-08-31,25.1,83,0,3
2015-09-01,25.5,83,0.3,4
2015-09-02,25.7,82,0,4
2015-09-03,25.5,80,0,4
2015-09-04,26.1,78,0,4
2015-09-05,26.2,81,0,4
2015-09-06,26.5,76,0,3
2015-09-07,26.2,80,0,2
2015-09-08,25.3,78,0,3
2015-09-09,25.6,75,0,4
2015-09-10,26.7,76,0,5
2015-09-11,26.6,80,0,5
2015-09-12,26.4,77,0,4
2015-09-13,26.4,70,0,3
2015-09-14,25.4,72,0,2
2015-09-15,25.6,75,0,4
2015-09-16,26,81,0,4
2015-09-17,25.6,83,0,4
2015-09-18,26.5,82,0,3
2015-09-19,26.9,80,0,3
2015-09-20,26.7,82,0,3
2015-09-21,26.7,80,0,2
2015-09-22,26.3,80,0,4
2015-09-23,26.8,78,0,4
2015-09-24,26.3,77,0,4
2015-09-25,27.2,74,0,4
2015-09-26,26.7,75,0,4
2015-09-27,26.8,78,0,4
2015-09-28,26.6,83,0,4
2015-09-29,26.3,84,0,4
2015-09-30,26.3,83,0,4
2015-10-01,25.9,85,0,4
2015-10-02,26.3,86,0,4
2015-10-03,26.3,82,0,4
2015-10-04,26.7,79,0,4
2015-10-05,27,80,0,4
2015-10-06,26.5,78,0,2
2015-10-07,26.4,84,8888,3
2015-10-08,27.4,74,0,3
2015-10-09,27.8,76,0,3
2015-10-10,27.3,78,0,4
2015-10-11,27.6,79,0,4
2015-10-12,27.5,81,0,3
2015-10-13,27,80,0,3
2015-10-14,27,82,0,3
2015-10-15,26.9,79,8888,3
2015-10-16,26.8,78,0,2
2015-10-17,27.2,79,0,2
2015-10-18,27.5,82,0,2
2015-10-19,27.2,83,0,2
2015-10-20,27.6,79,0,3
2015-10-21,27.8,83,0,4
2015-10-22,26.9,80,0,3
2015-10-23,27,77,0,4
2015-10-24,27.1,74,0,4
2015-10-25,26.6,77,0,4
2015-10-26,28,76,0,3
2015-10-27,27.8,84,0,3
2015-10-28,27.5,83,0,3
2015-10-29,28.1,81,0,3
2015-10-30,28,84,0,3
2015-10-31,28.4,80,0,3
2015-11-01,28.4,75,0,2
2015-11-02,27.7,75,0,2
2015-11-03,28,76,0,2
2015-11-04,28.3,77,0,2
2015-11-05,28.6,73,0,3
2015-11-06,29.4,75,0,3
2015-11-07,29,72,0,3
2015-11-08,28.9,75,0,3
2015-11-09,28.6,82,0,2
2015-11-10,28.1,85,0,2
2015-11-11,27.3,86,21.2,2
2015-11-12,29,82,0.8,3
2015-11-13,28.5,80,10.5,3
2015-11-14,29,79,0,2
2015-11-15,28.7,76,0,2
2015-11-16,28.5,75,0,3
2015-11-17,28.9,79,0,2
2015-11-18,29.8,74,0,2
2015-11-19,28.7,78,0,3
2015-11-20,29.5,73,8888,2
2015-11-21,29.4,78,0,2
2015-11-22,29.6,75,0,3
2015-11-23,29.8,74,0,2
2015-11-24,30,76,0,2
2015-11-25,29.9,69,0,2
2015-11-26,29.6,73,0,2
2015-11-27,29.8,74,0,2
2015-11-28,29.5,80,0,3
2015-11-29,29.7,77,0,2
2015-11-30,29.6,80,0,2
2015-12-01,29.9,73,0,2
2015-12-02,29.7,76,0,3
2015-12-03,29.6,75,0,2
2015-12-04,30.1,72,0,2
2015-12-05,29.3,75,0,3
2015-12-06,28.8,76,0,2
2015-12-07,29.4,74,13.4,3
2015-12-08,29.9,78,0,2
2015-12-09,29.4,79,0.1,2
2015-12-10,29,80,4.9,2
2015-12-11,29.8,75,0,2
2015-12-12,29.4,75,0,3
2015-12-13,29.1,83,0,2
2015-12-14,28.9,80,4.6,3
2015-12-15,27.1,89,3.4,3
2015-12-16,28,85,88.1,4
2015-12-17,29,81,0,6
2015-12-18,28.7,81,1.8,7
2015-12-19,27.8,81,8.1,8
2015-12-20,28,82,36.8,5
2015-12-21,27.7,82,16.9,2
2015-12-22,28.2,80,8888,2
2015-12-23,28.3,83,0,2
2015-12-24,28.4,82,0.4,4
2015-12-25,28.3,79,12.7,4
2015-12-26,28.4,81,4.8,4
2015-12-27,28.6,80,8888,4
2015-12-28,28,82,3.4,3
2015-12-29,28.3,79,0.8,3
2015-12-30,28.8,80,0,2
2015-12-31,29.1,76,0,2
2016-01-01,29.3,73,0,2
2016-01-02,28.6,77,0,2
2016-01-03,29.1,74,0,2
2016-01-04,29.3,75,0,3
2016-01-05,29.1,79,0,3
2016-01-06,28.7,76,0,3
2016-01-07,29.5,77,0,2
2016-01-08,29.6,76,0,2
2016-01-09,29.4,75,0,2
2016-01-10,29.5,72,5.5,2
2016-01-11,29.1,73,0,3
2016-01-12,29.6,73,0,3
2016-01-13,29.2,73,0,3
2016-01-14,29.7,75,0,3
2016-01-15,29.7,74,0,3
2016-01-16,29.6,74,0,3
2016-01-17,29.7,72,0,2
2016-01-18,9999,9999,0,2
2016-01-19,29.4,75,0,3
2016-01-20,29.3,75,0,2
2016-01-21,29,77,0,3
2016-01-22,26.9,85,26,2
2016-01-23,28.6,81,6.5,3
2016-01-24,28.9,77,49.4,3
2016-01-25,27.9,79,1.4,4
2016-01-26,26.9,87,10,4
2016-01-27,27.2,81,26.2,5
2016-01-28,28.7,71,9.3,3
2016-01-29,29,78,0,4
2016-01-30,29,77,0,4
2016-01-31,28.2,82,0,4
2016-02-01,28.2,83,5,5
2016-02-02,26.7,90,76.5,5
2016-02-03,26.5,88,5.9,4
2016-02-04,27.2,87,145.6,3
2016-02-05,27.3,87,0.3,3
2016-02-06,28,85,0.6,2
2016-02-07,28.1,88,3.1,3
2016-02-08,26.9,90,36.7,2
2016-02-09,27.7,84,0.9,2
2016-02-10,27.6,87,0,2
2016-02-11,27.3,87,38.6,2
2016-02-12,26.5,93,1,3
2016-02-13,26.9,86,75.1,4
2016-02-14,26.8,86,34.1,2
2016-02-15,28,78,2.5,2
2016-02-16,28.8,79,0,2
2016-02-17,28.9,78,0,2
2016-02-18,28.9,75,0,2
2016-02-19,28.9,79,0,3
2016-02-20,27.7,83,2.2,2
2016-02-21,28.1,87,15.4,2
2016-02-22,27.7,85,0,2
2016-02-23,27.8,87,6.2,2
2016-02-24,28.1,80,9.1,2
2016-02-25,28.4,79,10.7,2
2016-02-26,27.5,87,1.1,3
2016-02-27,27.8,87,41.8,2
2016-02-28,28,87,28.3,2
2016-02-29,27.7,90,19.9,3
2016-03-01,27.9,87,11.6,2
2016-03-02,27.7,85,0.2,2
2016-03-03,28.6,83,0.3,3
2016-03-04,28.7,85,21,2
2016-03-05,29.2,79,0,2
2016-03-06,28.4,84,0.8,2
2016-03-07,28.7,79,14.5,2
2016-03-08,29.1,82,0,2
2016-03-09,29.1,76,0.9,2
2016-03-10,28.4,84,0,2
2016-03-11,29.3,81,8888,2
2016-03-12,29.2,80,0,2
2016-03-13,28.4,82,5.3,2
2016-03-14,28.9,80,1.8,2
2016-03-15,28.1,83,5.7,2
2016-03-16,29,80,12.6,2
2016-03-17,28.6,78,0,2
2016-03-18,29.1,76,0,2
2016-03-19,29.5,74,0,3
2016-03-20,29.1,76,0,3
2016-03-21,29.2,74,0,2
2016-03-22,29.3,75,0,2
2016-03-23,29.3,74,0,2
2016-03-24,29.4,76,0,2
2016-03-25,29.3,79,5.8,2
2016-03-26,29.4,77,0,2
2016-03-27,27.9,81,9.8,2
2016-03-28,28.8,76,1.2,2
2016-03-29,28.8,76,0,3
2016-03-30,28.8,80,0,2
2016-03-31,28.6,79,0,2
2016-04-01,29.3,74,9999,2
2016-04-02,28.7,75,0,2
2016-04-03,29.2,75,0,3
2016-04-04,29.7,73,0,3
2016-04-05,29.2,78,7.2,2
2016-04-06,28.9,78,2,2
2016-04-07,28.9,82,9999,3
2016-04-08,28.8,80,0,2
2016-04-09,28.8,78,0,2
2016-04-10,29.2,78,0,3
2016-04-11,29.1,74,0,3
2016-04-12,29.2,77,0,2
2016-04-13,28.9,81,9999,2
2016-04-14,28.8,79,15.1,3
2016-04-15,28.2,84,0,3
2016-04-16,29,81,0.1,3
2016-04-17,28.9,79,0,3
2016-04-18,28.5,81,0,3
2016-04-19,28.3,76,9999,3
2016-04-20,28.4,78,0,3
2016-04-21,29.1,79,2.4,3
2016-04-22,28.4,76,9999,3
2016-04-23,28.5,81,0,3
2016-04-24,28.7,76,0,3
2016-04-25,28.1,78,0,3
2016-04-26,28.6,80,0,3
2016-04-27,28.2,80,0,2
2016-04-28,28.1,80,0,2
2016-04-29,28,81,0,2
2016-04-30,28.4,81,0,3
2016-05-01,29,80,0,3
2016-05-02,28.2,79,2.5,2
2016-05-03,28.8,78,0.8,3
2016-05-04,28.8,78,0,3
2016-05-05,28.4,79,0,2
2016-05-06,28.7,77,0,2
2016-05-07,28.4,80,0,2
2016-05-08,28.4,77,0,2
2016-05-09,28.9,82,1.6,2
2016-05-10,28.7,80,0,3
2016-05-11,28.7,82,0,2
2016-05-12,29.4,84,0,3
2016-05-13,29.2,85,0,4
2016-05-14,29.3,84,0,4
2016-05-15,28.7,87,22.3,4
2016-05-16,28.6,84,10.9,4
2016-05-17,29.4,77,0,3
2016-05-18,28.3,80,8888,4
2016-05-19,28.5,84,3.9,4
2016-05-20,28.3,82,0,3
2016-05-21,28.2,84,0,2
2016-05-22,28.5,83,0,3
2016-05-23,27.8,81,0,2
2016-05-24,27.2,82,0,2
2016-05-25,28,79,9999,3
2016-05-26,27.7,78,0,4
2016-05-27,27.2,89,46.7,3
2016-05-28,27.5,86,19.3,2
2016-05-29,28,79,0.4,3
2016-05-30,27.5,85,0.8,2
2016-05-31,27.5,84,9999,2
2016-06-01,27.5,83,0.4,3
2016-06-02,27.9,80,0,2
2016-06-03,27.5,77,0,2
2016-06-04,27.9,77,8888,3
2016-06-05,28.4,78,0,2
2016-06-06,28,82,0,3
2016-06-07,28.2,79,0,4
2016-06-08,29.2,72,1,3
2016-06-09,28,75,0,3
2016-06-10,28.1,81,0.4,4
2016-06-11,28.1,83,17.7,2
2016-06-12,28.1,80,1.5,3
2016-06-13,28.1,80,0,3
2016-06-14,27.4,88,12.9,2
2016-06-15,28.5,79,18.5,3
2016-06-16,27.2,86,75.2,2
2016-06-17,28.1,84,6.8,3
2016-06-18,28.4,84,0,3
2016-06-19,28.3,84,5.7,3
2016-06-20,27.6,80,8888,3
2016-06-21,27.4,78,0,3
2016-06-22,26.6,80,0,2
2016-06-23,27.3,76,0,3
2016-06-24,27.7,74,8888,3
2016-06-25,27.1,77,8888,3
2016-06-26,26.3,88,8.7,4
2016-06-27,27.9,79,7.7,3
2016-06-28,26.3,91,84.3,2
2016-06-29,26.7,87,21.4,2
2016-06-30,27.9,84,1,3
2016-07-01,27.8,82,0,2
2016-07-02,27.7,81,8888,2
2016-07-03,27.5,83,0,3
2016-07-04,27,77,0,3
2016-07-05,26.6,78,0,3
2016-07-06,26.9,79,0.2,2
2016-07-07,26.8,80,0,3
2016-07-08,27,88,18.1,3
2016-07-09,27.4,81,5,2
2016-07-10,27.2,86,0,3
2016-07-11,27.2,87,12.9,2
2016-07-12,26.8,86,7.2,2
2016-07-13,27.5,82,0,2
2016-07-14,27.1,82,0,3
2016-07-15,27.4,84,0,2
2016-07-16,26.8,89,21.5,5
2016-07-17,9999,9999,11.3,4
2016-07-18,27.3,83,0.9,2
2016-07-19,25.2,92,12.6,3
2016-07-20,26.9,88,9999,3
2016-07-21,27.2,86,4,2
2016-07-22,26.8,85,0,4
2016-07-23,27.5,77,0,4
2016-07-24,26.3,82,0,4
2016-07-25,27.3,80,0,4
2016-07-26,27.7,74,0,5
2016-07-27,27.6,74,8888,5
2016-07-28,26.8,80,0,5
2016-07-29,27.9,74,0,5
2016-07-30,27.8,72,0,5
2016-07-31,26,80,0.6,4
2016-08-01,27.4,72,8888,4
2016-08-02,26.1,75,0,5
2016-08-03,27.5,75,0,4
2016-08-04,9999,9999,0,3
2016-08-05,26.6,85,0,3
2016-08-06,27.5,82,9999,2
2016-08-07,26.6,84,0,3
2016-08-08,27.2,85,0,4
2016-08-09,27.5,81,0,4
2016-08-10,26.3,80,0,4
2016-08-11,26.7,87,6.4,4
2016-08-12,27.7,82,0.6,5
2016-08-13,27.6,78,5.9,5
2016-08-14,27.7,76,0,5
2016-08-15,26.9,83,50,4
2016-08-16,26.7,79,8888,4
2016-08-17,27.7,78,8888,4
2016-08-18,27.5,75,0.3,4
2016-08-19,27.4,69,0,4
2016-08-20,25.9,68,0,3
2016-08-21,25.7,74,8888,2
2016-08-22,25.3,73,0,2
2016-08-23,25.9,77,2.7,3
2016-08-24,26.2,78,3.4,3
2016-08-25,25.5,79,0,4
2016-08-26,26.9,81,1.9,4
2016-08-27,26.9,83,1.7,3
2016-08-28,26.7,86,0,3
2016-08-29,9999,9999,0,2
2016-08-30,27.9,81,0,3
2016-08-31,27.6,85,0.2,3
2016-09-01,27.8,80,0,3
2016-09-02,26.8,85,1.1,2
2016-09-03,26.8,80,0,3
2016-09-04,26.9,79,0,3
2016-09-05,27.4,79,0,3
2016-09-06,27.5,82,0,4
2016-09-07,28.1,83,0,5
2016-09-08,28.4,77,2,5
2016-09-09,28.5,72,8888,4
2016-09-10,27.2,75,0,2
2016-09-11,26.9,73,0,3
2016-09-12,28,73,8888,4
2016-09-13,27.3,79,0,2
2016-09-14,26.6,86,53.4,3
2016-09-15,27.4,82,5.9,3
2016-09-16,27.7,84,115.8,4
2016-09-17,27.6,87,1,4
2016-09-18,28.2,84,0.3,3
2016-09-19,27.2,80,0,3
2016-09-20,27.7,86,13.5,4
2016-09-21,28.5,82,0,3
2016-09-22,28,84,0,3
2016-09-23,28.4,81,0,3
2016-09-24,26.3,90,23.7,3
2016-09-25,26.2,90,111.3,3
2016-09-26,28,86,13.3,2
2016-09-27,26.8,86,49.2,3
2016-09-28,27.7,80,0,2
2016-09-29,28,81,0.6,4
2016-09-30,29.4,75,0,2
2016-10-01,28.6,83,0,2
2016-10-02,27.7,86,29.8,2
2016-10-03,27.5,85,0,2
2016-10-04,27.9,86,5.7,2
2016-10-05,28.3,80,9.5,2
2016-10-06,28.3,80,0,3
2016-10-07,28.2,86,11.1,3
2016-10-08,27.7,89,4.4,3
2016-10-09,28.2,82,1.5,4
2016-10-10,29,76,8888,4
2016-10-11,27.9,83,0,3
2016-10-12,28.3,76,0,4
2016-10-13,28.6,75,0,3
2016-10-14,29.6,76,0,3
2016-10-15,28.5,75,0,3
2016-10-16,28.6,76,8888,3
2016-10-17,28.2,74,0,2
2016-10-18,28.3,71,0,3
2016-10-19,28.8,80,1.3,4
2016-10-20,29.1,80,0,3
2016-10-21,28.9,79,0,3
2016-10-22,9999,9999,0,3
2016-10-23,29.5,76,0,2
2016-10-24,27.6,84,2.4,2
2016-10-25,28.1,81,8888,2
2016-10-26,28.7,79,0,3
2016-10-27,29.1,77,1.7,3
2016-10-28,28.8,75,0,3
2016-10-29,28.5,73,0.3,2
2016-10-30,28.4,78,0,2
2016-10-31,29.1,76,0,2
2016-11-01,28.8,75,0,2
2016-11-02,29,73,0,2
2016-11-03,29.1,74,0,3
2016-11-04,28.6,78,8888,3
2016-11-05,28.9,79,31.9,3
2016-11-06,29.3,79,17.1,2
2016-11-07,29.7,81,0,2
2016-11-08,29.7,77,8888,2
2016-11-09,28.4,78,1,2
2016-11-10,29.3,71,0.8,2
2016-11-11,25.3,88,8.4,2
2016-11-12,28,77,5.1,3
2016-11-13,27.2,85,68,2
2016-11-14,28.7,77,0,2
2016-11-15,26.8,87,0,2
2016-11-16,27.4,87,25.9,2
2016-11-17,27.4,86,10.5,2
2016-11-18,28.6,82,3.8,2
2016-11-19,28.4,81,8888,3
2016-11-20,29.2,82,0.5,3
2016-11-21,29.5,78,8888,3
2016-11-22,27.4,83,33,2
2016-11-23,27.3,89,8888,1
2016-11-24,27.6,83,23.6,2
2016-11-25,26.4,91,8.6,2
2016-11-26,28.5,81,5,3
2016-11-27,28.9,82,8888,2
2016-11-28,29,82,10.6,2
2016-11-29,27.9,85,0,2
2016-11-30,28.1,81,22.8,3
2016-12-01,28,82,33.9,4
2016-12-02,28.1,79,5.3,4
2016-12-03,26.8,86,10.6,2
2016-12-04,26.7,84,58.3,2
2016-12-05,26.4,89,11.6,3
2016-12-06,27.9,84,1.7,2
2016-12-07,29.5,76,8.2,2
2016-12-08,26.2,88,48.6,2
2016-12-09,27.9,85,1,4
2016-12-10,26.3,92,15.1,5
2016-12-11,28,83,13.3,4
2016-12-12,27.1,86,32,3
2016-12-13,26.2,84,0.2,3
2016-12-14,26.5,87,1.7,5
2016-12-15,27.4,83,78.8,5
2016-12-16,27.3,86,8.1,4
2016-12-17,27.4,84,2.5,2
2016-12-18,28.2,82,0,3
2016-12-19,29.3,76,0,4
2016-12-20,29.4,76,1.7,6
2016-12-21,29.6,73,0,6
2016-12-22,29.9,71,0.1,8
2016-12-23,29.1,77,0,8
2016-12-24,29.5,72,0,8
2016-12-25,29,75,0,7
2016-12-26,29,74,0,6
2016-12-27,28.8,79,0,7
2016-12-28,27.4,85,50.2,4
2016-12-29,27.8,78,0,3
2016-12-30,27.7,82,11.5,4
2016-12-31,27.1,85,4.6,3
2017-01-01,27.5,85,8.9,4
2017-01-02,27.2,83,1.5,4
2017-01-03,27,85,22.8,4
2017-01-04,27.6,85,6.7,3
2017-01-05,27.1,85,24.2,3
2017-01-06,28.7,82,3.4,4
2017-01-07,29.2,80,0,5
2017-01-08,29.2,77,0,3
2017-01-09,28.6,79,0.2,2
2017-01-10,27.8,83,16.5,2
2017-01-11,28.3,83,0,2
2017-01-12,28.3,78,1.1,3
2017-01-13,27.7,82,0.4,2
2017-01-14,28.2,79,0.1,6
2017-01-15,27.7,77,10.6,4
2017-01-16,26.2,88,11.3,4
2017-01-17,26.7,83,9,3
2017-01-18,26.7,85,19.7,4
2017-01-19,27.9,85,2.3,4
2017-01-20,26.8,86,2.1,3
2017-01-21,26.9,83,0.8,4
2017-01-22,26.9,87,19.4,4
2017-01-23,26.6,89,55.1,5
2017-01-24,28.3,81,0.5,2
2017-01-25,26.9,88,0.1,4
2017-01-26,28.3,79,39,6
2017-01-27,29.1,74,8888,8
2017-01-28,28.7,74,2,8
2017-01-29,29.1,71,2,4
2017-01-30,26.5,85,6.4,3
2017-01-31,25.6,89,40.4,7
2017-02-01,26.4,85,39.3,6
2017-02-02,26,88,106.9,10
2017-02-03,25.5,86,65.8,8
2017-02-04,27.9,76,24.5,8
2017-02-05,28.4,74,2.1,8
2017-02-06,29,73,0.4,8
2017-02-07,28.6,75,0,6
2017-02-08,28,78,8888,3
2017-02-09,27.3,84,25.8,5
2017-02-10,27.8,84,7,3
2017-02-11,26.9,83,7.4,2
2017-02-12,26.1,90,14.2,2
2017-02-13,26.9,87,3.4,3
2017-02-14,27.1,83,3.8,3
2017-02-15,27.6,77,2.5,4
2017-02-16,26.2,86,1.1,3
2017-02-17,27.9,78,5.5,3
2017-02-18,28.1,78,0,2
2017-02-19,27.9,78,0,2
2017-02-20,27.9,79,9999,3
2017-02-21,27.9,82,0,3
2017-02-22,27.9,81,9999,2
2017-02-23,27.3,81,1.6,2
2017-02-24,27.4,78,2.5,3
2017-02-25,27.5,80,24,2
2017-02-26,27.6,77,0,2
2017-02-27,27.4,78,0,2
2017-02-28,27.8,80,0,2
2017-03-01,28.4,77,0,2
2017-03-02,28.3,77,0,2
2017-03-03,28.4,81,26.9,2
2017-03-04,29.1,79,9999,2
2017-03-05,28.3,79,0,2
2017-03-06,28.2,80,0,3
2017-03-07,29,81,0,4
2017-03-08,28.9,76,0.8,4
2017-03-09,28.3,79,0,3
2017-03-10,28.3,78,0,2
2017-03-11,28.1,73,0,2
2017-03-12,27.8,80,0,3
2017-03-13,27.3,82,33.9,4
2017-03-14,27.8,79,8888,3
2017-03-15,26.8,80,2.5,2
2017-03-16,27.6,83,6.7,2
2017-03-17,27.9,85,0,2
2017-03-18,27.5,82,9999,2
2017-03-19,28,79,0.8,4
2017-03-20,27.9,83,10.8,7
2017-03-21,28.5,76,8888,4
2017-03-22,27.8,83,0,2
2017-03-23,28,84,0,2
2017-03-24,29.1,80,2,2
2017-03-25,27.5,86,38.8,2
2017-03-26,25.7,91,39.8,4
2017-03-27,25.9,88,17.2,2
2017-03-28,26.9,84,6.4,3
2017-03-29,27.9,81,2.8,3
2017-03-30,27.8,84,1,2
2017-03-31,26.8,87,4.9,2
2017-04-01,27.6,79,9999,2
2017-04-02,27,86,4.6,2
2017-04-03,26.1,90,14.4,2
2017-04-04,26,87,6.2,2
2017-04-05,26.9,84,67.8,2
2017-04-06,27.6,86,0,2
2017-04-07,28.7,80,0.2,3
2017-04-08,26.4,92,5.3,2
2017-04-09,27.3,86,3.9,2
2017-04-10,27.8,86,0.3,2
2017-04-11,27.8,81,0,2
2017-04-12,28.1,77,0,3
2017-04-13,27.7,79,0.4,2
2017-04-14,27.1,74,0,2
2017-04-15,27.2,75,0,2
2017-04-16,26.8,78,0,2
2017-04-17,27.8,78,0,2
2017-04-18,27.9,79,0,2
2017-04-19,28.1,78,0,2
2017-04-20,27.7,82,0,2
2017-04-21,27.6,85,3.8,1
2017-04-22,27.9,83,0,3
2017-04-23,28.2,81,0,3
2017-04-24,28.4,80,0,3
2017-04-25,27.9,80,0,3
2017-04-26,28.2,83,3,3
2017-04-27,28.5,77,0.2,2
2017-04-28,27.5,84,8888,3
2017-04-29,27.8,79,0,2
2017-04-30,27.3,84,0.5,2
2017-05-01,27.8,84,1.2,3
2017-05-02,26.7,88,2.1,2
2017-05-03,27.1,87,3.5,2
2017-05-04,27.4,86,0,2
2017-05-05,28.2,82,0.2,5
2017-05-06,28.9,75,0,4
2017-05-07,28.5,77,0.6,5
2017-05-08,27,86,5.9,5
2017-05-09,27.3,86,19.9,4
2017-05-10,27.4,75,8888,4
2017-05-11,28.2,78,0,4
2017-05-12,28,79,3,4
2017-05-13,27.1,78,0,4
2017-05-14,28,79,0,4
2017-05-15,28.1,83,1.5,4
2017-05-16,27.7,82,0,3
2017-05-17,26.2,80,0,3
